label,label_str,total,correct,accuracy,precision,recall,f1
15761,Cleomaceae Cleomella hillmannii,14,12,0.8571428571428571,0.75,0.8571428571428571,0.7999999999999999
32316,Lamiaceae Scutellaria integrifolia,49,44,0.8979591836734694,0.9565217391304348,0.8979591836734694,0.9263157894736843
18687,Cyperaceae Cyperus hermaphroditus,11,5,0.45454545454545453,0.25,0.45454545454545453,0.3225806451612903
18572,Cyperaceae Cyperus aggregatus,36,32,0.8888888888888888,0.6153846153846154,0.8888888888888888,0.7272727272727274
33891,Loganiaceae Strychnos araguaensis,2,0,0.0,0.0,0.0,0.0
33931,Loganiaceae Strychnos peckii,10,5,0.5,0.5555555555555556,0.5,0.5263157894736842
7551,Asteraceae Gaillardia aristata,48,46,0.9583333333333334,0.8846153846153846,0.9583333333333334,0.9199999999999999
45983,Pinaceae Pinus remota,11,8,0.7272727272727273,0.8,0.7272727272727273,0.761904761904762
45942,Pinaceae Pinus cembroides,16,13,0.8125,0.65,0.8125,0.7222222222222223
19062,Cyperaceae Fimbristylis vahlii,23,19,0.8260869565217391,0.7307692307692307,0.8260869565217391,0.7755102040816326
2112,Apiaceae Eryngium alismifolium,6,6,1.0,0.6,1.0,0.7499999999999999
30423,Hydrophyllaceae Phacelia crenulata,43,32,0.7441860465116279,0.64,0.7441860465116279,0.6881720430107526
47657,Plantaginaceae Veronica americana,100,93,0.93,0.9393939393939394,0.93,0.9346733668341709
49607,Poaceae Muhlenbergia texana,8,7,0.875,0.5,0.875,0.6363636363636364
19865,Dilleniaceae Dillenia papuana,8,8,1.0,0.5714285714285714,1.0,0.7272727272727273
60530,Solanaceae Solanum americanum,199,169,0.8492462311557789,0.8086124401913876,0.8492462311557789,0.8284313725490197
30176,Hemerocallidaceae Hemerocallis lilioasphodelus,2,1,0.5,1.0,0.5,0.6666666666666666
30181,Hemerocallidaceae Hemerocallis thunbergii,1,0,0.0,0.0,0.0,0.0
15499,Chrysobalanaceae Atuna racemosa,13,10,0.7692307692307693,0.8333333333333334,0.7692307692307693,0.8
41047,Nothofagaceae Trisyngyne perryi,6,6,1.0,0.35294117647058826,1.0,0.5217391304347826
7655,Asteraceae Grindelia squarrosa,80,60,0.75,0.7894736842105263,0.75,0.7692307692307692
21654,Ericaceae Macleania floribunda,8,4,0.5,0.8,0.5,0.6153846153846154
40319,Myrtaceae Leptospermum laevigatum,1,1,1.0,1.0,1.0,1.0
7483,Asteraceae Eurybia integrifolia,34,32,0.9411764705882353,0.9411764705882353,0.9411764705882353,0.9411764705882353
63324,Violaceae Viola cucullata,67,53,0.7910447761194029,0.6883116883116883,0.7910447761194029,0.7361111111111112
63398,Violaceae Viola sagittata,93,86,0.9247311827956989,0.7610619469026548,0.9247311827956989,0.8349514563106796
35550,Malvaceae Sphaeralcea angustifolia,41,35,0.8536585365853658,0.7777777777777778,0.8536585365853658,0.8139534883720929
60657,Solanaceae Solanum cordovense,8,8,1.0,0.8888888888888888,1.0,0.9411764705882353
24318,Fabaceae Acacia fimbriata,19,15,0.7894736842105263,1.0,0.7894736842105263,0.8823529411764706
21850,Ericaceae Rhododendron groenlandicum,55,53,0.9636363636363636,0.9814814814814815,0.9636363636363636,0.9724770642201834
8025,Asteraceae Jefea brevifolia,11,11,1.0,0.9166666666666666,1.0,0.9565217391304348
20020,Dipteridaceae Dipteris conjugata,10,6,0.6,0.8571428571428571,0.6,0.7058823529411764
20021,Dipteridaceae Dipteris novoguineensis,2,0,0.0,0.0,0.0,0.0
48996,Poaceae Eragrostis tephrosanthos,20,14,0.7,0.8235294117647058,0.7,0.7567567567567567
48948,Poaceae Eragrostis mexicana,35,16,0.45714285714285713,0.5925925925925926,0.45714285714285713,0.5161290322580645
48351,Poaceae Calamagrostis canadensis,150,140,0.9333333333333333,0.9395973154362416,0.9333333333333333,0.9364548494983278
49699,Poaceae Panicum acuminatum,438,411,0.9383561643835616,0.8652631578947368,0.9383561643835616,0.900328587075575
11003,Blechnaceae Blechnum occidentale,105,87,0.8285714285714286,0.7909090909090909,0.8285714285714286,0.8093023255813954
62815,Verbenaceae Aloysia gratissima,33,29,0.8787878787878788,0.8285714285714286,0.8787878787878788,0.8529411764705883
31180,Iridaceae Sisyrinchium xerophyllum,14,14,1.0,0.7,1.0,0.8235294117647058
6446,Asteraceae Brickellia californica,40,36,0.9,0.9,0.9,0.9
18240,Cyperaceae Carex leporinella,15,7,0.4666666666666667,0.7,0.4666666666666667,0.56
18172,Cyperaceae Carex harfordii,3,2,0.6666666666666666,0.25,0.6666666666666666,0.36363636363636365
13893,Cactaceae Lepismium houlletianum,9,8,0.8888888888888888,1.0,0.8888888888888888,0.9411764705882353
26767,Fabaceae Lespedeza capitata,51,48,0.9411764705882353,0.9411764705882353,0.9411764705882353,0.9411764705882353
55269,Rosaceae Purshia tridentata,58,55,0.9482758620689655,0.7638888888888888,0.9482758620689655,0.846153846153846
43080,Orchidaceae Galearis spectabilis,28,27,0.9642857142857143,1.0,0.9642857142857143,0.9818181818181818
28627,Fabaceae Vachellia macrantha,12,11,0.9166666666666666,1.0,0.9166666666666666,0.9565217391304348
45865,Picrodendraceae Neoroepera buxifolia,2,2,1.0,1.0,1.0,1.0
22234,Ericaceae Vaccinium whitmeei,2,0,0.0,0.0,0.0,0.0
21830,Ericaceae Rhododendron commonae,13,9,0.6923076923076923,0.8181818181818182,0.6923076923076923,0.7500000000000001
62175,Thymelaeaceae Phaleria macrocarpa,9,4,0.4444444444444444,0.5,0.4444444444444444,0.47058823529411764
4553,Araliaceae Aralia racemosa,38,34,0.8947368421052632,0.9444444444444444,0.8947368421052632,0.918918918918919
31954,Lamiaceae Mentha canadensis,106,77,0.7264150943396226,0.7549019607843137,0.7264150943396226,0.7403846153846154
15769,Cleomaceae Cleomella parviflora,9,8,0.8888888888888888,0.8888888888888888,0.8888888888888888,0.8888888888888888
23815,Euphorbiaceae Homalanthus polyandrus,2,2,1.0,1.0,1.0,1.0
6771,Asteraceae Chrysolaena platensis,6,5,0.8333333333333334,0.7142857142857143,0.8333333333333334,0.7692307692307692
31130,Iridaceae Sisyrinchium atlanticum,38,36,0.9473684210526315,0.5538461538461539,0.9473684210526315,0.6990291262135921
31156,Iridaceae Sisyrinchium montanum,39,32,0.8205128205128205,0.8421052631578947,0.8205128205128205,0.8311688311688312
50426,Poaceae Setaria liebmannii,6,6,1.0,0.75,1.0,0.8571428571428571
52245,Polypodiaceae Lepisorus mucronatus,21,17,0.8095238095238095,0.7391304347826086,0.8095238095238095,0.7727272727272727
50522,Poaceae Sporobolus cynosuroides,24,18,0.75,0.6923076923076923,0.75,0.7199999999999999
9124,Asteraceae Psathyrotes ramosissima,14,8,0.5714285714285714,0.8,0.5714285714285714,0.6666666666666666
33100,Lecythidaceae Cariniana estrellensis,21,20,0.9523809523809523,0.9090909090909091,0.9523809523809523,0.9302325581395349
53667,Pteridaceae Pteris macilenta,27,26,0.9629629629629629,0.9629629629629629,0.9629629629629629,0.9629629629629629
56307,Rubiaceae Hamelia axillaris,22,18,0.8181818181818182,0.782608695652174,0.8181818181818182,0.8
46934,Piperaceae Piper samanense,1,0,0.0,0.0,0.0,0.0
20850,Ehretiaceae Bourreria ovata,5,4,0.8,0.8,0.8,0.8000000000000002
42070,Orchidaceae Beloglottis costaricensis,9,6,0.6666666666666666,0.8571428571428571,0.6666666666666666,0.75
10615,Bignoniaceae Amphilophium paniculatum,17,13,0.7647058823529411,0.6190476190476191,0.7647058823529411,0.6842105263157895
21117,Ericaceae Agarista mexicana,5,5,1.0,0.8333333333333334,1.0,0.9090909090909091
6254,Asteraceae Baileya multiradiata,42,39,0.9285714285714286,0.9512195121951219,0.9285714285714286,0.9397590361445782
46726,Piperaceae Piper hostmannianum,35,27,0.7714285714285715,0.7941176470588235,0.7714285714285715,0.782608695652174
5949,Asteraceae Aphanostephus ramosissimus,24,21,0.875,0.5526315789473685,0.875,0.6774193548387096
59534,Saxifragaceae Micranthes pensylvanica,34,33,0.9705882352941176,0.9705882352941176,0.9705882352941176,0.9705882352941176
40460,Myrtaceae Myrceugenia acutiflora,2,1,0.5,1.0,0.5,0.6666666666666666
40657,Myrtaceae Myrcianthes fragrans,25,17,0.68,0.6071428571428571,0.68,0.6415094339622641
10229,Athyriaceae Diplazium lindbergii,14,7,0.5,0.6363636363636364,0.5,0.56
10185,Athyriaceae Diplazium cristatum,33,28,0.8484848484848485,0.7,0.8484848484848485,0.7671232876712328
32662,Lauraceae Damburneya coriacea,49,47,0.9591836734693877,0.9038461538461539,0.9591836734693877,0.9306930693069307
2635,Apocynaceae Asclepias verticillata,58,54,0.9310344827586207,0.9152542372881356,0.9310344827586207,0.923076923076923
39057,Moraceae Morus alba,26,17,0.6538461538461539,0.7727272727272727,0.6538461538461539,0.7083333333333333
21711,Ericaceae Orthilia secunda,97,92,0.9484536082474226,0.9787234042553191,0.9484536082474226,0.963350785340314
2269,Apiaceae Lomatium minimum,2,1,0.5,0.2,0.5,0.28571428571428575
41067,Nyctaginaceae Abronia nana,19,19,1.0,0.8636363636363636,1.0,0.9268292682926829
8402,Asteraceae Lipochaeta subcordata,6,5,0.8333333333333334,0.7142857142857143,0.8333333333333334,0.7692307692307692
24936,Fabaceae Astragalus lentiginosus,225,196,0.8711111111111111,0.8990825688073395,0.8711111111111111,0.8848758465011286
42289,Orchidaceae Calopogon tuberosus,53,53,1.0,0.9636363636363636,1.0,0.9814814814814815
800,Amaranthaceae Amaranthus blitoides,33,24,0.7272727272727273,0.7058823529411765,0.7272727272727273,0.7164179104477613
797,Amaranthaceae Amaranthus albus,16,14,0.875,0.4666666666666667,0.875,0.608695652173913
61553,Tectariaceae Arthropteris tenella,39,37,0.9487179487179487,0.8409090909090909,0.9487179487179487,0.891566265060241
20167,Dryopteridaceae Dryopteris carthusiana,51,40,0.7843137254901961,0.8333333333333334,0.7843137254901961,0.8080808080808081
43840,Orchidaceae Platanthera sparsiflora,24,17,0.7083333333333334,0.7391304347826086,0.7083333333333334,0.723404255319149
31362,Juncaceae Juncus macrandrus,5,2,0.4,0.6666666666666666,0.4,0.5
31390,Juncaceae Juncus polycephalus,17,12,0.7058823529411765,0.7058823529411765,0.7058823529411765,0.7058823529411765
52923,Primulaceae Primula mistassinica,16,15,0.9375,0.75,0.9375,0.8333333333333334
7537,Asteraceae Fleischmannia incarnata,18,14,0.7777777777777778,0.7777777777777778,0.7777777777777778,0.7777777777777778
53420,Pteridaceae Hemionitis jonesii,4,2,0.5,0.6666666666666666,0.5,0.5714285714285715
44787,Orobanchaceae Schwalbea americana,16,15,0.9375,0.9375,0.9375,0.9375
7862,Asteraceae Heterotheca subaxillaris,52,48,0.9230769230769231,0.9056603773584906,0.9230769230769231,0.9142857142857143
19344,Cyperaceae Rhynchospora harveyi,10,5,0.5,0.4166666666666667,0.5,0.45454545454545453
48760,Poaceae Diplachne fusca,7,1,0.14285714285714285,1.0,0.14285714285714285,0.25
49830,Poaceae Panicum stramineum,3,2,0.6666666666666666,0.4,0.6666666666666666,0.5
31132,Iridaceae Sisyrinchium bellum,34,21,0.6176470588235294,0.6363636363636364,0.6176470588235294,0.6268656716417911
26297,Fabaceae Eriosema glabrum,10,10,1.0,1.0,1.0,1.0
49668,Poaceae Oplismenus compositus,67,59,0.8805970149253731,0.5315315315315315,0.8805970149253731,0.6629213483146067
18095,Cyperaceae Carex diandra,35,29,0.8285714285714286,0.90625,0.8285714285714286,0.8656716417910447
53166,Pteridaceae Adiantum deflectens,7,7,1.0,1.0,1.0,1.0
54320,Rhamnaceae Ceanothus microphyllus,9,8,0.8888888888888888,1.0,0.8888888888888888,0.9411764705882353
47925,Poaceae Andropogon hallii,17,13,0.7647058823529411,0.6190476190476191,0.7647058823529411,0.6842105263157895
22766,Euphorbiaceae Acalypha platyphylla,4,3,0.75,1.0,0.75,0.8571428571428571
22740,Euphorbiaceae Acalypha macrostachya,29,19,0.6551724137931034,0.7307692307692307,0.6551724137931034,0.6909090909090909
21960,Ericaceae Satyria warszewiczii,57,52,0.9122807017543859,0.7536231884057971,0.9122807017543859,0.8253968253968254
41520,Oleandraceae Oleandra lehmannii,6,3,0.5,1.0,0.5,0.6666666666666666
41523,Oleandraceae Oleandra pilosa,9,7,0.7777777777777778,0.7777777777777778,0.7777777777777778,0.7777777777777778
55126,Rosaceae Potentilla ovina,28,21,0.75,0.75,0.75,0.75
55090,Rosaceae Potentilla glaucophylla,11,2,0.18181818181818182,0.25,0.18181818181818182,0.2105263157894737
1404,Anacardiaceae Rhus glabra,65,64,0.9846153846153847,0.9014084507042254,0.9846153846153847,0.9411764705882353
4266,Araceae Philodendron deflexum,14,7,0.5,0.5384615384615384,0.5,0.5185185185185186
4295,Araceae Philodendron hederaceum,13,12,0.9230769230769231,0.5,0.9230769230769231,0.6486486486486487
2273,Apiaceae Lomatium nudicaule,31,31,1.0,0.96875,1.0,0.9841269841269841
12090,Brassicaceae Draba lanceolata,4,3,0.75,0.42857142857142855,0.75,0.5454545454545454
18626,Cyperaceae Cyperus cuspidatus,18,15,0.8333333333333334,0.625,0.8333333333333334,0.7142857142857143
18744,Cyperaceae Cyperus nanus,11,7,0.6363636363636364,0.7,0.6363636363636364,0.6666666666666666
57462,Rubiaceae Squamellaria guppyana,1,1,1.0,1.0,1.0,1.0
50982,Polemoniaceae Ipomopsis congesta,78,71,0.9102564102564102,0.9594594594594594,0.9102564102564102,0.9342105263157894
29843,Gleicheniaceae Sticherus palmatus,4,2,0.5,0.2857142857142857,0.5,0.36363636363636365
51044,Polemoniaceae Linanthus parryi,39,23,0.5897435897435898,0.696969696969697,0.5897435897435898,0.638888888888889
5859,Asteraceae Ambrosia eriocentra,21,21,1.0,1.0,1.0,1.0
37073,Melastomataceae Miconia bubalina,13,11,0.8461538461538461,0.8461538461538461,0.8461538461538461,0.8461538461538461
31978,Lamiaceae Monarda fistulosa,109,98,0.8990825688073395,0.98989898989899,0.8990825688073395,0.9423076923076924
47957,Poaceae Anthoxanthum odoratum,42,40,0.9523809523809523,0.9302325581395349,0.9523809523809523,0.9411764705882352
18511,Cyperaceae Carex tribuloides,63,55,0.873015873015873,0.7857142857142857,0.873015873015873,0.8270676691729324
39936,Myrtaceae Eucalyptus platyphylla,22,21,0.9545454545454546,1.0,0.9545454545454546,0.9767441860465117
58545,Santalaceae Santalum yasi,5,5,1.0,1.0,1.0,1.0
28579,Fabaceae Trifolium repens,50,48,0.96,0.7619047619047619,0.96,0.8495575221238937
43811,Orchidaceae Platanthera ciliaris,42,40,0.9523809523809523,0.8333333333333334,0.9523809523809523,0.888888888888889
11849,Brassicaceae Barbarea orthoceras,33,27,0.8181818181818182,0.9,0.8181818181818182,0.8571428571428572
19980,Dioscoreaceae Dioscorea nummularia,8,7,0.875,0.5384615384615384,0.875,0.6666666666666667
35841,Marsileaceae Marsilea quadrifolia,9,8,0.8888888888888888,0.7272727272727273,0.8888888888888888,0.7999999999999999
63298,Violaceae Viola adunca,119,115,0.9663865546218487,0.7876712328767124,0.9663865546218487,0.8679245283018869
10138,Athyriaceae Athyrium asplenioides,162,152,0.9382716049382716,0.8941176470588236,0.9382716049382716,0.9156626506024096
51089,Polemoniaceae Phlox amoena,30,28,0.9333333333333333,1.0,0.9333333333333333,0.9655172413793104
6299,Asteraceae Berlandiera texana,10,6,0.6,0.8571428571428571,0.6,0.7058823529411764
5902,Asteraceae Anisocoma acaulis,19,19,1.0,1.0,1.0,1.0
3601,Apocynaceae Tabernaemontana alba,35,26,0.7428571428571429,0.896551724137931,0.7428571428571429,0.8125
3614,Apocynaceae Tabernaemontana citrifolia,20,18,0.9,0.6923076923076923,0.9,0.7826086956521738
35069,Malvaceae Abutilon parvulum,14,12,0.8571428571428571,0.8571428571428571,0.8571428571428571,0.8571428571428571
8719,Asteraceae Oclemena acuminata,46,46,1.0,0.9387755102040817,1.0,0.968421052631579
40147,Myrtaceae Eugenia magnifica,2,0,0.0,0.0,0.0,0.0
1557,Annonaceae Anaxagorea dolichocarpa,13,11,0.8461538461538461,0.5238095238095238,0.8461538461538461,0.6470588235294118
25841,Fabaceae Crotalaria pallida,43,41,0.9534883720930233,0.803921568627451,0.9534883720930233,0.8723404255319148
29796,Gleicheniaceae Gleichenia vulcanica,9,9,1.0,0.9,1.0,0.9473684210526316
7541,Asteraceae Fleischmannia pycnocephala,2,1,0.5,1.0,0.5,0.6666666666666666
45534,Phyllanthaceae Cleistanthus oblongifolius,4,0,0.0,0.0,0.0,0.0
63295,Violaceae Rinorea wallichiana,5,1,0.2,0.14285714285714285,0.2,0.16666666666666666
10660,Bignoniaceae Bignonia sciuripabulum,3,0,0.0,0.0,0.0,0.0
3435,Apocynaceae Parsonsia oligantha,3,3,1.0,0.375,1.0,0.5454545454545454
51664,Polygonaceae Eriogonum lancifolium,7,3,0.42857142857142855,1.0,0.42857142857142855,0.6
51672,Polygonaceae Eriogonum lonchophyllum,32,30,0.9375,0.75,0.9375,0.8333333333333334
28077,Fabaceae Senna crassiramea,1,1,1.0,1.0,1.0,1.0
45973,Pinaceae Pinus palustris,24,17,0.7083333333333334,0.7391304347826086,0.7083333333333334,0.723404255319149
61226,Sparrmanniaceae Corchorus hirsutus,41,31,0.7560975609756098,0.8857142857142857,0.7560975609756098,0.8157894736842105
2248,Apiaceae Lomatium farinosum,13,13,1.0,1.0,1.0,1.0
48602,Poaceae Danthonia californica,32,30,0.9375,0.9375,0.9375,0.9375
45577,Phyllanthaceae Glochidion novoguineense,14,12,0.8571428571428571,0.5454545454545454,0.8571428571428571,0.6666666666666665
60785,Solanaceae Solanum hazenii,8,7,0.875,1.0,0.875,0.9333333333333333
33264,Lecythidaceae Lecythis idatimon,14,9,0.6428571428571429,0.75,0.6428571428571429,0.6923076923076924
7090,Asteraceae Eastwoodia elegans,6,6,1.0,1.0,1.0,1.0
48480,Poaceae Chloris verticillata,18,15,0.8333333333333334,0.8823529411764706,0.8333333333333334,0.8571428571428571
36404,Melastomataceae Clidemia strigillosa,10,7,0.7,0.7777777777777778,0.7,0.7368421052631577
7593,Asteraceae Glyptopleura marginata,11,6,0.5454545454545454,0.75,0.5454545454545454,0.631578947368421
30837,Hymenophyllaceae Trichomanes steyermarkii,1,1,1.0,1.0,1.0,1.0
48014,Poaceae Aristida holathera,57,50,0.8771929824561403,0.819672131147541,0.8771929824561403,0.8474576271186439
27874,Fabaceae Pseudopiptadenia warmingii,3,1,0.3333333333333333,1.0,0.3333333333333333,0.5
27868,Fabaceae Pseudopiptadenia contorta,13,13,1.0,0.9285714285714286,1.0,0.962962962962963
48056,Poaceae Aristida purpurea,49,32,0.6530612244897959,0.5079365079365079,0.6530612244897959,0.5714285714285714
24311,Fabaceae Acacia excelsa,23,19,0.8260869565217391,0.95,0.8260869565217391,0.8837209302325583
24822,Fabaceae Astragalus chamaemeniscus,5,5,1.0,0.8333333333333334,1.0,0.9090909090909091
49718,Poaceae Panicum capillare,85,77,0.9058823529411765,0.9506172839506173,0.9058823529411765,0.927710843373494
24844,Fabaceae Astragalus cronquistii,6,5,0.8333333333333334,0.8333333333333334,0.8333333333333334,0.8333333333333334
19381,Cyperaceae Rhynchospora microcarpa,37,21,0.5675675675675675,0.7,0.5675675675675675,0.626865671641791
4915,Arecaceae Butia capitata,10,9,0.9,0.5,0.9,0.6428571428571429
35050,Malvaceae Abutilon fruticosum,24,19,0.7916666666666666,0.8260869565217391,0.7916666666666666,0.8085106382978724
47418,Plantaginaceae Penstemon humilis,89,81,0.9101123595505618,0.8901098901098901,0.9101123595505618,0.8999999999999999
28936,Fagaceae Quercus pagoda,16,11,0.6875,0.4074074074074074,0.6875,0.5116279069767441
28860,Fagaceae Quercus falcata,55,49,0.8909090909090909,0.7903225806451613,0.8909090909090909,0.8376068376068375
24954,Fabaceae Astragalus megacarpus,16,16,1.0,0.8421052631578947,1.0,0.9142857142857143
7560,Asteraceae Gaillardia pulchella,56,49,0.875,0.9607843137254902,0.875,0.9158878504672897
18793,Cyperaceae Cyperus rotundus,104,88,0.8461538461538461,0.9166666666666666,0.8461538461538461,0.8799999999999999
58191,Salicaceae Populus fremontii,34,26,0.7647058823529411,0.7027027027027027,0.7647058823529411,0.7323943661971832
46625,Piperaceae Piper curvatipes,1,0,0.0,0.0,0.0,0.0
46744,Piperaceae Piper jacquemontianum,31,26,0.8387096774193549,0.6842105263157895,0.8387096774193549,0.7536231884057972
30380,Hydrophyllaceae Nemophila menziesii,38,33,0.868421052631579,0.9166666666666666,0.868421052631579,0.8918918918918918
30377,Hydrophyllaceae Nemophila heterophylla,16,13,0.8125,0.40625,0.8125,0.5416666666666666
62819,Verbenaceae Aloysia scorodonioides,3,3,1.0,1.0,1.0,1.0
29100,Gentianaceae Gentiana affinis,51,46,0.9019607843137255,0.8846153846153846,0.9019607843137255,0.8932038834951457
29121,Gentianaceae Gentiana parryi,22,17,0.7727272727272727,0.8095238095238095,0.7727272727272727,0.7906976744186046
23084,Euphorbiaceae Croton betulinus,11,10,0.9090909090909091,0.7692307692307693,0.9090909090909091,0.8333333333333333
61442,Styracaceae Styrax grandifolius,29,29,1.0,0.8285714285714286,1.0,0.90625
56793,Rubiaceae Palicourea hoffmannseggiana,35,23,0.6571428571428571,0.5897435897435898,0.6571428571428571,0.6216216216216216
1894,Annonaceae Xylopia benthamii,2,0,0.0,0.0,0.0,0.0
54001,Ranunculaceae Delphinium nuttallianum,102,81,0.7941176470588235,0.6982758620689655,0.7941176470588235,0.7431192660550457
31985,Lamiaceae Monarda punctata,54,51,0.9444444444444444,0.9807692307692307,0.9444444444444444,0.9622641509433962
26969,Fabaceae Lupinus spectabilis,2,2,1.0,1.0,1.0,1.0
29744,Gesneriaceae Seemannia sylvatica,10,10,1.0,1.0,1.0,1.0
6919,Asteraceae Cosmos bipinnatus,12,11,0.9166666666666666,0.7857142857142857,0.9166666666666666,0.8461538461538461
7641,Asteraceae Grindelia hirsutula,61,44,0.7213114754098361,0.4835164835164835,0.7213114754098361,0.5789473684210528
18680,Cyperaceae Cyperus grayi,8,6,0.75,0.75,0.75,0.75
63468,Viscaceae Notothixos papuanus,2,1,0.5,1.0,0.5,0.6666666666666666
28604,Fabaceae Trigonella officinalis,30,26,0.8666666666666667,0.5306122448979592,0.8666666666666667,0.6582278481012658
7485,Asteraceae Eurybia macrophylla,93,83,0.8924731182795699,0.9325842696629213,0.8924731182795699,0.9120879120879121
34553,Magnoliaceae Liriodendron tulipifera,40,39,0.975,0.8478260869565217,0.975,0.9069767441860466
58275,Salicaceae Salix lucida,122,107,0.8770491803278688,0.8492063492063492,0.8770491803278688,0.8629032258064516
18973,Cyperaceae Eriophorum scheuchzeri,14,9,0.6428571428571429,0.9,0.6428571428571429,0.75
22863,Euphorbiaceae Aparisthmium cordatum,20,19,0.95,1.0,0.95,0.9743589743589743
28521,Fabaceae Trifolium beckwithii,12,11,0.9166666666666666,0.9166666666666666,0.9166666666666666,0.9166666666666666
59875,Selaginellaceae Selaginella ludoviciana,11,8,0.7272727272727273,0.8,0.7272727272727273,0.761904761904762
59793,Selaginellaceae Selaginella conduplicata,14,10,0.7142857142857143,0.7692307692307693,0.7142857142857143,0.7407407407407408
51953,Polygonaceae Rumex persicarioides,32,25,0.78125,0.7575757575757576,0.78125,0.7692307692307692
6785,Asteraceae Chrysopsis scabrella,14,11,0.7857142857142857,0.8461538461538461,0.7857142857142857,0.8148148148148148
10557,Betulaceae Corylus cornuta,60,58,0.9666666666666667,0.8923076923076924,0.9666666666666667,0.928
19527,Cyperaceae Scirpus cyperinus,106,104,0.9811320754716981,0.8813559322033898,0.9811320754716981,0.9285714285714285
2039,Apiaceae Chaerophyllum lineare,8,8,1.0,1.0,1.0,1.0
3553,Apocynaceae Rauvolfia sandwicensis,47,47,1.0,0.8703703703703703,1.0,0.9306930693069307
47855,Poaceae Agrostis gigantea,4,0,0.0,0.0,0.0,0.0
49170,Poaceae Graphephorum melicoides,13,12,0.9230769230769231,0.631578947368421,0.9230769230769231,0.7499999999999999
19001,Cyperaceae Fimbristylis cymosa,72,69,0.9583333333333334,0.8313253012048193,0.9583333333333334,0.8903225806451613
30459,Hydrophyllaceae Phacelia incana,5,4,0.8,0.8,0.8,0.8000000000000002
9691,Asteraceae Symphyotrichum lateriflorum,119,116,0.9747899159663865,0.7785234899328859,0.9747899159663865,0.8656716417910447
4901,Arecaceae Attalea butyracea,10,6,0.6,0.6,0.6,0.6
6388,Asteraceae Blennosperma californicum,3,1,0.3333333333333333,0.25,0.3333333333333333,0.28571428571428575
6389,Asteraceae Blennosperma nanum,10,7,0.7,0.875,0.7,0.7777777777777777
42582,Orchidaceae Dendrobium biflorum,6,6,1.0,0.6666666666666666,1.0,0.8
39873,Myrtaceae Eucalyptus dura,11,7,0.6363636363636364,0.3684210526315789,0.6363636363636364,0.4666666666666667
