label,label_str,total,correct,accuracy,precision,recall,f1
2112,Apiaceae Eryngium alismifolium,6,6,1.0,0.75,1.0,0.8571428571428571
30423,Hydrophyllaceae Phacelia crenulata,43,28,0.6511627906976745,0.8,0.6511627906976745,0.7179487179487181
47657,Plantaginaceae Veronica americana,100,90,0.9,0.9375,0.9,0.9183673469387755
49607,Poaceae Muhlenbergia texana,8,6,0.75,0.6666666666666666,0.75,0.7058823529411765
19865,Dilleniaceae Dillenia papuana,8,5,0.625,0.8333333333333334,0.625,0.7142857142857143
19868,Dilleniaceae Dillenia schlechteri,4,3,0.75,0.25,0.75,0.375
60530,Solanaceae Solanum americanum,199,158,0.7939698492462312,0.8061224489795918,0.7939698492462312,0.8
30176,Hemerocallidaceae Hemerocallis lilioasphodelus,2,0,0.0,0.0,0.0,0.0
30181,Hemerocallidaceae Hemerocallis thunbergii,1,0,0.0,0.0,0.0,0.0
15499,Chrysobalanaceae Atuna racemosa,13,8,0.6153846153846154,0.8888888888888888,0.6153846153846154,0.7272727272727274
41047,Nothofagaceae Trisyngyne perryi,6,6,1.0,0.6666666666666666,1.0,0.8
7655,Asteraceae Grindelia squarrosa,80,69,0.8625,0.7582417582417582,0.8625,0.8070175438596491
21654,Ericaceae Macleania floribunda,8,6,0.75,0.6666666666666666,0.75,0.7058823529411765
40319,Myrtaceae Leptospermum laevigatum,1,0,0.0,0.0,0.0,0.0
40339,Myrtaceae Leptospermum trinervium,10,6,0.6,0.75,0.6,0.6666666666666665
7483,Asteraceae Eurybia integrifolia,34,29,0.8529411764705882,1.0,0.8529411764705882,0.9206349206349206
63324,Violaceae Viola cucullata,67,57,0.8507462686567164,0.6627906976744186,0.8507462686567164,0.7450980392156863
35550,Malvaceae Sphaeralcea angustifolia,41,37,0.9024390243902439,0.6607142857142857,0.9024390243902439,0.7628865979381443
60657,Solanaceae Solanum cordovense,8,7,0.875,0.6363636363636364,0.875,0.7368421052631579
24318,Fabaceae Acacia fimbriata,19,19,1.0,0.7916666666666666,1.0,0.8837209302325582
21850,Ericaceae Rhododendron groenlandicum,55,51,0.9272727272727272,1.0,0.9272727272727272,0.9622641509433962
8025,Asteraceae Jefea brevifolia,11,11,1.0,0.9166666666666666,1.0,0.9565217391304348
20020,Dipteridaceae Dipteris conjugata,10,7,0.7,0.7777777777777778,0.7,0.7368421052631577
20021,Dipteridaceae Dipteris novoguineensis,2,0,0.0,0.0,0.0,0.0
48996,Poaceae Eragrostis tephrosanthos,20,12,0.6,0.9230769230769231,0.6,0.7272727272727274
49061,Poaceae Eriocoma hymenoides,8,2,0.25,0.25,0.25,0.25
48351,Poaceae Calamagrostis canadensis,150,142,0.9466666666666667,0.9044585987261147,0.9466666666666667,0.9250814332247558
49699,Poaceae Panicum acuminatum,438,415,0.9474885844748858,0.870020964360587,0.9474885844748858,0.9071038251366119
11003,Blechnaceae Blechnum occidentale,105,88,0.8380952380952381,0.7457627118644068,0.8380952380952381,0.789237668161435
62815,Verbenaceae Aloysia gratissima,33,29,0.8787878787878788,0.8529411764705882,0.8787878787878788,0.8656716417910447
31180,Iridaceae Sisyrinchium xerophyllum,14,13,0.9285714285714286,0.9285714285714286,0.9285714285714286,0.9285714285714286
6446,Asteraceae Brickellia californica,40,32,0.8,0.9411764705882353,0.8,0.8648648648648648
18240,Cyperaceae Carex leporinella,15,4,0.26666666666666666,1.0,0.26666666666666666,0.4210526315789474
18187,Cyperaceae Carex hoodii,46,41,0.8913043478260869,0.8367346938775511,0.8913043478260869,0.8631578947368421
13893,Cactaceae Lepismium houlletianum,9,8,0.8888888888888888,0.8888888888888888,0.8888888888888888,0.8888888888888888
913,Amaranthaceae Blitum californicum,12,12,1.0,0.8,1.0,0.888888888888889
26767,Fabaceae Lespedeza capitata,51,47,0.9215686274509803,0.9591836734693877,0.9215686274509803,0.9400000000000001
55269,Rosaceae Purshia tridentata,58,54,0.9310344827586207,0.7941176470588235,0.9310344827586207,0.8571428571428571
43080,Orchidaceae Galearis spectabilis,28,27,0.9642857142857143,0.9642857142857143,0.9642857142857143,0.9642857142857143
28627,Fabaceae Vachellia macrantha,12,11,0.9166666666666666,1.0,0.9166666666666666,0.9565217391304348
45865,Picrodendraceae Neoroepera buxifolia,2,2,1.0,1.0,1.0,1.0
22234,Ericaceae Vaccinium whitmeei,2,0,0.0,0.0,0.0,0.0
22082,Ericaceae Vaccinium brachycladum,1,0,0.0,0.0,0.0,0.0
62175,Thymelaeaceae Phaleria macrocarpa,9,1,0.1111111111111111,0.5,0.1111111111111111,0.1818181818181818
62178,Thymelaeaceae Phaleria octandra,1,1,1.0,0.14285714285714285,1.0,0.25
4553,Araliaceae Aralia racemosa,38,32,0.8421052631578947,0.9696969696969697,0.8421052631578947,0.9014084507042254
4554,Araliaceae Aralia spinosa,27,27,1.0,0.8181818181818182,1.0,0.9
31954,Lamiaceae Mentha canadensis,106,77,0.7264150943396226,0.7857142857142857,0.7264150943396226,0.7549019607843137
15769,Cleomaceae Cleomella parviflora,9,6,0.6666666666666666,1.0,0.6666666666666666,0.8
23815,Euphorbiaceae Homalanthus polyandrus,2,2,1.0,0.6666666666666666,1.0,0.8
6771,Asteraceae Chrysolaena platensis,6,6,1.0,0.8571428571428571,1.0,0.923076923076923
31130,Iridaceae Sisyrinchium atlanticum,38,33,0.868421052631579,0.7674418604651163,0.868421052631579,0.8148148148148148
31128,Iridaceae Sisyrinchium angustifolium,67,59,0.8805970149253731,0.7972972972972973,0.8805970149253731,0.8368794326241135
50426,Poaceae Setaria liebmannii,6,6,1.0,0.8571428571428571,1.0,0.923076923076923
52245,Polypodiaceae Lepisorus mucronatus,21,15,0.7142857142857143,0.5357142857142857,0.7142857142857143,0.6122448979591837
50522,Poaceae Sporobolus cynosuroides,24,16,0.6666666666666666,0.64,0.6666666666666666,0.6530612244897959
9124,Asteraceae Psathyrotes ramosissima,14,7,0.5,0.875,0.5,0.6363636363636364
33100,Lecythidaceae Cariniana estrellensis,21,20,0.9523809523809523,0.8695652173913043,0.9523809523809523,0.909090909090909
53667,Pteridaceae Pteris macilenta,27,25,0.9259259259259259,0.7575757575757576,0.9259259259259259,0.8333333333333334
56307,Rubiaceae Hamelia axillaris,22,20,0.9090909090909091,0.8,0.9090909090909091,0.8510638297872342
46934,Piperaceae Piper samanense,1,0,0.0,0.0,0.0,0.0
20852,Ehretiaceae Bourreria succulenta,58,53,0.9137931034482759,0.6235294117647059,0.9137931034482759,0.7412587412587414
42070,Orchidaceae Beloglottis costaricensis,9,6,0.6666666666666666,0.8571428571428571,0.6666666666666666,0.75
10615,Bignoniaceae Amphilophium paniculatum,17,13,0.7647058823529411,0.65,0.7647058823529411,0.7027027027027027
21117,Ericaceae Agarista mexicana,5,4,0.8,0.4,0.8,0.5333333333333333
6254,Asteraceae Baileya multiradiata,42,37,0.8809523809523809,0.9024390243902439,0.8809523809523809,0.8915662650602411
46726,Piperaceae Piper hostmannianum,35,30,0.8571428571428571,0.7142857142857143,0.8571428571428571,0.7792207792207793
46613,Piperaceae Piper coruscans,12,7,0.5833333333333334,0.5,0.5833333333333334,0.5384615384615384
5949,Asteraceae Aphanostephus ramosissimus,24,20,0.8333333333333334,0.6896551724137931,0.8333333333333334,0.7547169811320755
59534,Saxifragaceae Micranthes pensylvanica,34,32,0.9411764705882353,1.0,0.9411764705882353,0.9696969696969697
40460,Myrtaceae Myrceugenia acutiflora,2,1,0.5,1.0,0.5,0.6666666666666666
21870,Ericaceae Rhododendron luteosquamatum,1,0,0.0,0.0,0.0,0.0
10229,Athyriaceae Diplazium lindbergii,14,13,0.9285714285714286,0.7222222222222222,0.9285714285714286,0.8125000000000001
10159,Athyriaceae Deparia petersenii,15,13,0.8666666666666667,0.6190476190476191,0.8666666666666667,0.7222222222222222
32662,Lauraceae Damburneya coriacea,49,47,0.9591836734693877,0.8703703703703703,0.9591836734693877,0.912621359223301
2635,Apocynaceae Asclepias verticillata,58,54,0.9310344827586207,0.9310344827586207,0.9310344827586207,0.9310344827586207
39057,Moraceae Morus alba,26,21,0.8076923076923077,0.9545454545454546,0.8076923076923077,0.875
21711,Ericaceae Orthilia secunda,97,90,0.9278350515463918,0.967741935483871,0.9278350515463918,0.9473684210526316
2269,Apiaceae Lomatium minimum,2,1,0.5,0.5,0.5,0.5
9829,Asteraceae Thelesperma subnudum,30,26,0.8666666666666667,0.9285714285714286,0.8666666666666667,0.896551724137931
8402,Asteraceae Lipochaeta subcordata,6,6,1.0,0.8571428571428571,1.0,0.923076923076923
24936,Fabaceae Astragalus lentiginosus,225,201,0.8933333333333333,0.8777292576419214,0.8933333333333333,0.8854625550660794
42289,Orchidaceae Calopogon tuberosus,53,53,1.0,0.8983050847457628,1.0,0.9464285714285715
800,Amaranthaceae Amaranthus blitoides,33,27,0.8181818181818182,0.7297297297297297,0.8181818181818182,0.7714285714285715
61553,Tectariaceae Arthropteris tenella,39,36,0.9230769230769231,0.972972972972973,0.9230769230769231,0.9473684210526315
20167,Dryopteridaceae Dryopteris carthusiana,51,40,0.7843137254901961,0.7692307692307693,0.7843137254901961,0.7766990291262137
43840,Orchidaceae Platanthera sparsiflora,24,17,0.7083333333333334,0.5666666666666667,0.7083333333333334,0.6296296296296297
31362,Juncaceae Juncus macrandrus,5,2,0.4,0.3333333333333333,0.4,0.3636363636363636
52923,Primulaceae Primula mistassinica,16,16,1.0,0.5714285714285714,1.0,0.7272727272727273
7537,Asteraceae Fleischmannia incarnata,18,16,0.8888888888888888,0.8888888888888888,0.8888888888888888,0.8888888888888888
53420,Pteridaceae Hemionitis jonesii,4,2,0.5,0.4,0.5,0.4444444444444445
44787,Orobanchaceae Schwalbea americana,16,15,0.9375,0.9375,0.9375,0.9375
7862,Asteraceae Heterotheca subaxillaris,52,46,0.8846153846153846,0.8070175438596491,0.8846153846153846,0.8440366972477065
19344,Cyperaceae Rhynchospora harveyi,10,3,0.3,0.2727272727272727,0.3,0.28571428571428564
48760,Poaceae Diplachne fusca,7,1,0.14285714285714285,1.0,0.14285714285714285,0.25
50537,Poaceae Sporobolus indicus,53,33,0.6226415094339622,0.8461538461538461,0.6226415094339622,0.7173913043478259
31132,Iridaceae Sisyrinchium bellum,34,16,0.47058823529411764,0.8,0.47058823529411764,0.5925925925925927
31148,Iridaceae Sisyrinchium langloisii,15,13,0.8666666666666667,0.4642857142857143,0.8666666666666667,0.6046511627906976
26297,Fabaceae Eriosema glabrum,10,10,1.0,1.0,1.0,1.0
49668,Poaceae Oplismenus compositus,67,54,0.8059701492537313,0.6666666666666666,0.8059701492537313,0.7297297297297297
50086,Poaceae Phleum alpinum,36,32,0.8888888888888888,0.7804878048780488,0.8888888888888888,0.8311688311688312
53166,Pteridaceae Adiantum deflectens,7,5,0.7142857142857143,0.5555555555555556,0.7142857142857143,0.6250000000000001
54320,Rhamnaceae Ceanothus microphyllus,9,7,0.7777777777777778,1.0,0.7777777777777778,0.8750000000000001
47925,Poaceae Andropogon hallii,17,13,0.7647058823529411,0.9285714285714286,0.7647058823529411,0.8387096774193549
47922,Poaceae Andropogon gerardii,65,61,0.9384615384615385,0.8840579710144928,0.9384615384615385,0.9104477611940298
22766,Euphorbiaceae Acalypha platyphylla,4,4,1.0,0.8,1.0,0.888888888888889
21960,Ericaceae Satyria warszewiczii,57,50,0.8771929824561403,0.8333333333333334,0.8771929824561403,0.8547008547008548
41520,Oleandraceae Oleandra lehmannii,6,2,0.3333333333333333,1.0,0.3333333333333333,0.5
55126,Rosaceae Potentilla ovina,28,23,0.8214285714285714,0.71875,0.8214285714285714,0.7666666666666666
1404,Anacardiaceae Rhus glabra,65,63,0.9692307692307692,0.9692307692307692,0.9692307692307692,0.9692307692307692
4266,Araceae Philodendron deflexum,14,7,0.5,0.7777777777777778,0.5,0.6086956521739131
4295,Araceae Philodendron hederaceum,13,11,0.8461538461538461,0.39285714285714285,0.8461538461538461,0.5365853658536585
2273,Apiaceae Lomatium nudicaule,31,31,1.0,0.9393939393939394,1.0,0.96875
12090,Brassicaceae Draba lanceolata,4,2,0.5,0.5,0.5,0.5
18626,Cyperaceae Cyperus cuspidatus,18,9,0.5,0.9,0.5,0.6428571428571429
57462,Rubiaceae Squamellaria guppyana,1,1,1.0,1.0,1.0,1.0
50982,Polemoniaceae Ipomopsis congesta,78,74,0.9487179487179487,0.7789473684210526,0.9487179487179487,0.8554913294797688
29843,Gleicheniaceae Sticherus palmatus,4,0,0.0,0.0,0.0,0.0
29817,Gleicheniaceae Sticherus furcatus,3,0,0.0,0.0,0.0,0.0
51044,Polemoniaceae Linanthus parryi,39,22,0.5641025641025641,0.6111111111111112,0.5641025641025641,0.5866666666666667
5859,Asteraceae Ambrosia eriocentra,21,18,0.8571428571428571,0.9,0.8571428571428571,0.8780487804878048
37073,Melastomataceae Miconia bubalina,13,12,0.9230769230769231,0.8571428571428571,0.9230769230769231,0.888888888888889
31978,Lamiaceae Monarda fistulosa,109,107,0.981651376146789,0.9145299145299145,0.981651376146789,0.9469026548672567
47957,Poaceae Anthoxanthum odoratum,42,39,0.9285714285714286,0.9512195121951219,0.9285714285714286,0.9397590361445782
18511,Cyperaceae Carex tribuloides,63,52,0.8253968253968254,0.7536231884057971,0.8253968253968254,0.787878787878788
39936,Myrtaceae Eucalyptus platyphylla,22,20,0.9090909090909091,1.0,0.9090909090909091,0.9523809523809523
58545,Santalaceae Santalum yasi,5,5,1.0,0.7142857142857143,1.0,0.8333333333333333
28579,Fabaceae Trifolium repens,50,46,0.92,0.92,0.92,0.92
43811,Orchidaceae Platanthera ciliaris,42,40,0.9523809523809523,0.7407407407407407,0.9523809523809523,0.8333333333333334
11849,Brassicaceae Barbarea orthoceras,33,25,0.7575757575757576,1.0,0.7575757575757576,0.8620689655172413
19980,Dioscoreaceae Dioscorea nummularia,8,5,0.625,0.7142857142857143,0.625,0.6666666666666666
35841,Marsileaceae Marsilea quadrifolia,9,7,0.7777777777777778,0.7,0.7777777777777778,0.7368421052631577
63298,Violaceae Viola adunca,119,108,0.907563025210084,0.9,0.907563025210084,0.9037656903765691
10138,Athyriaceae Athyrium asplenioides,162,143,0.8827160493827161,0.9407894736842105,0.8827160493827161,0.910828025477707
51089,Polemoniaceae Phlox amoena,30,28,0.9333333333333333,0.9333333333333333,0.9333333333333333,0.9333333333333333
6299,Asteraceae Berlandiera texana,10,7,0.7,1.0,0.7,0.8235294117647058
5902,Asteraceae Anisocoma acaulis,19,19,1.0,1.0,1.0,1.0
3601,Apocynaceae Tabernaemontana alba,35,25,0.7142857142857143,0.8064516129032258,0.7142857142857143,0.7575757575757576
35069,Malvaceae Abutilon parvulum,14,13,0.9285714285714286,0.9285714285714286,0.9285714285714286,0.9285714285714286
8719,Asteraceae Oclemena acuminata,46,46,1.0,0.9387755102040817,1.0,0.968421052631579
40147,Myrtaceae Eugenia magnifica,2,0,0.0,0.0,0.0,0.0
2678,Apocynaceae Aspidosperma spruceanum,21,14,0.6666666666666666,0.5833333333333334,0.6666666666666666,0.6222222222222222
25841,Fabaceae Crotalaria pallida,43,35,0.813953488372093,0.8333333333333334,0.813953488372093,0.8235294117647058
29796,Gleicheniaceae Gleichenia vulcanica,9,9,1.0,0.6428571428571429,1.0,0.782608695652174
7541,Asteraceae Fleischmannia pycnocephala,2,1,0.5,1.0,0.5,0.6666666666666666
45534,Phyllanthaceae Cleistanthus oblongifolius,4,3,0.75,0.5,0.75,0.6
10660,Bignoniaceae Bignonia sciuripabulum,3,0,0.0,0.0,0.0,0.0
35602,Malvaceae Thespesia populnea,32,31,0.96875,0.7560975609756098,0.96875,0.8493150684931506
51664,Polygonaceae Eriogonum lancifolium,7,5,0.7142857142857143,0.45454545454545453,0.7142857142857143,0.5555555555555556
28077,Fabaceae Senna crassiramea,1,0,0.0,0.0,0.0,0.0
40657,Myrtaceae Myrcianthes fragrans,25,19,0.76,0.6551724137931034,0.76,0.7037037037037037
45973,Pinaceae Pinus palustris,24,19,0.7916666666666666,0.7307692307692307,0.7916666666666666,0.76
61226,Sparrmanniaceae Corchorus hirsutus,41,38,0.926829268292683,0.8260869565217391,0.926829268292683,0.8735632183908046
2248,Apiaceae Lomatium farinosum,13,13,1.0,1.0,1.0,1.0
48602,Poaceae Danthonia californica,32,30,0.9375,1.0,0.9375,0.967741935483871
45577,Phyllanthaceae Glochidion novoguineense,14,9,0.6428571428571429,0.6,0.6428571428571429,0.6206896551724138
60785,Solanaceae Solanum hazenii,8,6,0.75,1.0,0.75,0.8571428571428571
60724,Solanaceae Solanum erianthum,59,58,0.9830508474576272,0.8055555555555556,0.9830508474576272,0.8854961832061069
33264,Lecythidaceae Lecythis idatimon,14,12,0.8571428571428571,0.375,0.8571428571428571,0.5217391304347825
7090,Asteraceae Eastwoodia elegans,6,5,0.8333333333333334,0.8333333333333334,0.8333333333333334,0.8333333333333334
48480,Poaceae Chloris verticillata,18,16,0.8888888888888888,0.8888888888888888,0.8888888888888888,0.8888888888888888
36404,Melastomataceae Clidemia strigillosa,10,7,0.7,0.4117647058823529,0.7,0.5185185185185185
7593,Asteraceae Glyptopleura marginata,11,5,0.45454545454545453,1.0,0.45454545454545453,0.625
30837,Hymenophyllaceae Trichomanes steyermarkii,1,1,1.0,1.0,1.0,1.0
48014,Poaceae Aristida holathera,57,39,0.6842105263157895,0.9285714285714286,0.6842105263157895,0.7878787878787878
27874,Fabaceae Pseudopiptadenia warmingii,3,1,0.3333333333333333,0.5,0.3333333333333333,0.4
27868,Fabaceae Pseudopiptadenia contorta,13,13,1.0,0.9285714285714286,1.0,0.962962962962963
48056,Poaceae Aristida purpurea,49,29,0.5918367346938775,0.58,0.5918367346938775,0.5858585858585857
24311,Fabaceae Acacia excelsa,23,16,0.6956521739130435,0.9411764705882353,0.6956521739130435,0.7999999999999999
24822,Fabaceae Astragalus chamaemeniscus,5,4,0.8,0.8,0.8,0.8000000000000002
49718,Poaceae Panicum capillare,85,78,0.9176470588235294,0.9069767441860465,0.9176470588235294,0.9122807017543859
24844,Fabaceae Astragalus cronquistii,6,5,0.8333333333333334,1.0,0.8333333333333334,0.9090909090909091
19381,Cyperaceae Rhynchospora microcarpa,37,25,0.6756756756756757,0.6097560975609756,0.6756756756756757,0.6410256410256411
4915,Arecaceae Butia capitata,10,4,0.4,0.8,0.4,0.5333333333333333
35050,Malvaceae Abutilon fruticosum,24,19,0.7916666666666666,0.6785714285714286,0.7916666666666666,0.7307692307692307
47418,Plantaginaceae Penstemon humilis,89,83,0.9325842696629213,0.8058252427184466,0.9325842696629213,0.8645833333333333
28936,Fagaceae Quercus pagoda,16,13,0.8125,0.5652173913043478,0.8125,0.6666666666666667
24954,Fabaceae Astragalus megacarpus,16,15,0.9375,0.8823529411764706,0.9375,0.9090909090909091
7560,Asteraceae Gaillardia pulchella,56,52,0.9285714285714286,0.8524590163934426,0.9285714285714286,0.888888888888889
18793,Cyperaceae Cyperus rotundus,104,90,0.8653846153846154,0.8823529411764706,0.8653846153846154,0.8737864077669903
58191,Salicaceae Populus fremontii,34,32,0.9411764705882353,0.7111111111111111,0.9411764705882353,0.8101265822784811
46625,Piperaceae Piper curvatipes,1,0,0.0,0.0,0.0,0.0
46903,Piperaceae Piper pseudolindenii,3,0,0.0,0.0,0.0,0.0
30380,Hydrophyllaceae Nemophila menziesii,38,32,0.8421052631578947,0.9142857142857143,0.8421052631578947,0.8767123287671234
62819,Verbenaceae Aloysia scorodonioides,3,3,1.0,1.0,1.0,1.0
29100,Gentianaceae Gentiana affinis,51,49,0.9607843137254902,0.8448275862068966,0.9607843137254902,0.8990825688073395
23084,Euphorbiaceae Croton betulinus,11,10,0.9090909090909091,0.9090909090909091,0.9090909090909091,0.9090909090909091
61442,Styracaceae Styrax grandifolius,29,29,1.0,0.7435897435897436,1.0,0.8529411764705882
56793,Rubiaceae Palicourea hoffmannseggiana,35,26,0.7428571428571429,0.6341463414634146,0.7428571428571429,0.6842105263157895
56769,Rubiaceae Palicourea croceoides,26,21,0.8076923076923077,0.5833333333333334,0.8076923076923077,0.6774193548387097
54001,Ranunculaceae Delphinium nuttallianum,102,64,0.6274509803921569,0.8205128205128205,0.6274509803921569,0.711111111111111
31985,Lamiaceae Monarda punctata,54,51,0.9444444444444444,0.9272727272727272,0.9444444444444444,0.9357798165137615
26969,Fabaceae Lupinus spectabilis,2,2,1.0,1.0,1.0,1.0
29744,Gesneriaceae Seemannia sylvatica,10,10,1.0,1.0,1.0,1.0
6919,Asteraceae Cosmos bipinnatus,12,11,0.9166666666666666,0.9166666666666666,0.9166666666666666,0.9166666666666666
18680,Cyperaceae Cyperus grayi,8,6,0.75,1.0,0.75,0.8571428571428571
63468,Viscaceae Notothixos papuanus,2,0,0.0,0.0,0.0,0.0
63467,Viscaceae Notothixos leiophyllus,5,4,0.8,0.5714285714285714,0.8,0.6666666666666666
7485,Asteraceae Eurybia macrophylla,93,62,0.6666666666666666,0.9393939393939394,0.6666666666666666,0.779874213836478
7491,Asteraceae Eurybia schreberi,45,41,0.9111111111111111,0.6119402985074627,0.9111111111111111,0.7321428571428571
34553,Magnoliaceae Liriodendron tulipifera,40,37,0.925,0.9487179487179487,0.925,0.9367088607594937
58570,Sapindaceae Acer macrophyllum,42,42,1.0,0.875,1.0,0.9333333333333333
58275,Salicaceae Salix lucida,122,110,0.9016393442622951,0.8029197080291971,0.9016393442622951,0.8494208494208494
18973,Cyperaceae Eriophorum scheuchzeri,14,8,0.5714285714285714,0.8,0.5714285714285714,0.6666666666666666
22863,Euphorbiaceae Aparisthmium cordatum,20,18,0.9,0.9473684210526315,0.9,0.9230769230769231
28521,Fabaceae Trifolium beckwithii,12,11,0.9166666666666666,0.6875,0.9166666666666666,0.7857142857142857
59875,Selaginellaceae Selaginella ludoviciana,11,5,0.45454545454545453,0.8333333333333334,0.45454545454545453,0.5882352941176471
59966,Selaginellaceae Selaginella tenuissima,8,8,1.0,0.32,1.0,0.48484848484848486
59793,Selaginellaceae Selaginella conduplicata,14,12,0.8571428571428571,0.8571428571428571,0.8571428571428571,0.8571428571428571
51953,Polygonaceae Rumex persicarioides,32,27,0.84375,0.8181818181818182,0.84375,0.8307692307692308
6785,Asteraceae Chrysopsis scabrella,14,10,0.7142857142857143,0.6666666666666666,0.7142857142857143,0.689655172413793
10557,Betulaceae Corylus cornuta,60,56,0.9333333333333333,0.8115942028985508,0.9333333333333333,0.8682170542635659
19527,Cyperaceae Scirpus cyperinus,106,99,0.9339622641509434,0.9166666666666666,0.9339622641509434,0.9252336448598131
2039,Apiaceae Chaerophyllum lineare,8,8,1.0,1.0,1.0,1.0
3553,Apocynaceae Rauvolfia sandwicensis,47,47,1.0,0.734375,1.0,0.8468468468468469
47855,Poaceae Agrostis gigantea,4,0,0.0,0.0,0.0,0.0
47872,Poaceae Agrostis perennans,98,86,0.8775510204081632,0.8775510204081632,0.8775510204081632,0.8775510204081631
19001,Cyperaceae Fimbristylis cymosa,72,64,0.8888888888888888,0.8421052631578947,0.8888888888888888,0.8648648648648649
30459,Hydrophyllaceae Phacelia incana,5,3,0.6,0.75,0.6,0.6666666666666665
11652,Boraginaceae Phacelia incana,6,3,0.5,0.6,0.5,0.5454545454545454
9691,Asteraceae Symphyotrichum lateriflorum,119,116,0.9747899159663865,0.7388535031847133,0.9747899159663865,0.8405797101449274
4901,Arecaceae Attalea butyracea,10,5,0.5,0.38461538461538464,0.5,0.4347826086956522
6388,Asteraceae Blennosperma californicum,3,2,0.6666666666666666,0.6666666666666666,0.6666666666666666,0.6666666666666666
